Player,GP,FT,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,DREB,OREB,AST,STL,TO,BLK,PTS,RPG,APG,SPG,BPG,EFF,PPR
Alazar Awegachew,8,21,1,23,77,29.9,4,18,22.2,1,2,50.0,37,24,11,4,10,5,53,7.6,1.4,0.5,0.6,6.6
Max Shippam,5,4,0,15,53,28.3,3,18,16.7,0,2,0.0,24,15,4,3,5,3,33,7.8,0.8,0.6,0.6,6.6
Cj Bantug,9,12,1,25,85,29.4,5,34,14.7,4,7,57.1,37,9,16,8,24,1,59,5.1,1.8,0.9,0.1,6.6
Raymond Reboja,5,4,0,12,25,48.0,3,7,42.9,6,11,54.5,9,7,2,3,4,0,33,3.2,0.4,0.6,0.0,6.6
Dion McKay,24,30,1,66,128,51.6,1,6,16.7,24,40,60.0,91,74,50,7,32,11,157,6.9,2.1,0.3,0.5,6.5
Josh  Turner,8,9,0,24,58,41.4,2,11,18.2,2,9,22.2,43,21,6,6,11,4,52,8.0,0.8,0.8,0.5,6.5
Jeff Kim,2,0,0,4,6,66.7,3,4,75.0,2,2,100.0,7,2,1,0,2,0,13,4.5,0.5,0.0,0.0,6.5
Jeffrey Pamintuan,13,18,0,34,94,36.2,14,52,26.9,3,5,60.0,74,23,11,10,17,10,85,7.5,0.8,0.8,0.8,6.5
Matthew Brenton,6,11,0,18,34,52.9,1,3,33.3,2,4,50.0,33,17,1,3,7,4,39,8.3,0.2,0.5,0.7,6.5
Ranjeet Chuhan,8,14,0,23,50,46.0,2,9,22.2,3,6,50.0,29,19,7,13,10,3,51,6.0,0.9,1.6,0.4,6.4
Jed Dodd,9,12,0,27,57,47.4,0,1,0.0,4,7,57.1,26,25,5,6,7,2,58,5.7,0.6,0.7,0.2,6.4
Mark Belinsky,8,8,0,22,86,25.6,10,42,23.8,2,8,25.0,10,9,20,5,22,0,51,2.4,2.5,0.6,0.0,6.4
Varinder Brar,9,4,0,24,74,32.4,8,35,22.9,2,3,66.7,30,9,25,3,12,0,58,4.3,2.8,0.3,0.0,6.4
Dominick Richard,3,3,0,8,15,53.3,3,5,60.0,0,1,0.0,6,1,2,2,5,1,19,2.3,0.7,0.7,0.3,6.3
Aaron Salo,8,10,0,21,56,37.5,0,7,0.0,8,14,57.1,26,18,11,6,13,2,50,5.5,1.4,0.8,0.3,6.3
Jaiden Jeffreys,6,7,0,17,52,32.7,2,8,25.0,2,4,50.0,22,14,9,3,12,0,38,6.0,1.5,0.5,0.0,6.3
Daniel Waldron,6,12,0,15,26,57.7,0,0,0.0,8,9,88.9,47,6,7,8,15,2,38,8.8,1.2,1.3,0.3,6.3
Semon Mussie,8,6,1,19,69,27.5,8,35,22.9,4,7,57.1,22,3,10,5,13,1,50,3.1,1.3,0.6,0.1,6.3
Hassan Kamara,4,4,0,10,26,38.5,1,4,25.0,4,8,50.0,21,4,1,3,4,1,25,6.3,0.3,0.8,0.3,6.3
James Armijo,6,6,0,17,44,38.6,2,11,18.2,2,6,33.3,12,7,14,9,11,2,38,3.2,2.3,1.5,0.3,6.3
Djibrine Mahamat Abdoulaye Di,7,9,0,21,41,51.2,0,8,0.0,2,5,40.0,43,21,4,6,6,3,44,9.1,0.6,0.9,0.4,6.3
Tyler Parks,10,10,0,23,70,32.9,13,36,36.1,4,5,80.0,5,3,10,5,7,0,63,0.8,1.0,0.5,0.0,6.3
DeMar Kraus,6,7,1,13,37,35.1,10,26,38.5,2,2,100.0,7,5,3,5,6,0,38,2.0,0.5,0.8,0.0,6.3
David William,4,7,0,10,42,23.8,5,23,21.7,0,0,0.0,4,2,4,3,4,0,25,1.5,1.0,0.8,0.0,6.3
Gursewak Gill,9,12,0,25,75,33.3,3,24,12.5,3,5,60.0,37,20,16,5,11,3,56,6.3,1.8,0.6,0.3,6.2
Jacob Atnip,6,4,0,15,62,24.2,5,25,20.0,2,5,40.0,26,7,4,3,20,1,37,5.5,0.7,0.5,0.2,6.2
Joshua Sacopla,6,1,0,16,42,38.1,0,5,0.0,5,11,45.5,17,6,3,3,10,0,37,3.8,0.5,0.5,0.0,6.2
Noah Castres,9,7,0,22,54,40.7,6,23,26.1,6,11,54.5,21,3,20,7,9,0,56,2.7,2.2,0.8,0.0,6.2
Keishon Joseph,6,6,0,14,48,29.2,6,22,27.3,3,8,37.5,28,9,15,13,12,1,37,6.2,2.5,2.2,0.2,6.2
Nickolas Truong,5,5,0,14,31,45.2,2,4,50.0,1,1,100.0,27,7,1,1,7,0,31,6.8,0.2,0.2,0.0,6.2
Lway Tha,9,11,0,24,73,32.9,1,17,5.9,7,16,43.8,30,3,17,8,25,0,56,3.7,1.9,0.9,0.0,6.2
Jing Yang,11,13,0,32,56,57.1,1,4,25.0,3,10,30.0,25,27,18,7,11,2,68,4.7,1.6,0.6,0.2,6.2
Simon Roy,5,6,0,15,42,35.7,1,6,16.7,0,2,0.0,6,14,7,6,6,0,31,4.0,1.4,1.2,0.0,6.2
Jordan Kellas,7,8,0,19,40,47.5,2,10,20.0,3,4,75.0,11,14,8,6,3,0,43,3.6,1.1,0.9,0.0,6.1
Harbhagat Khangura,9,13,0,23,70,32.9,7,31,22.6,2,6,33.3,43,21,6,17,14,3,55,7.1,0.7,1.9,0.3,6.1
Malcolm Gutierrez,9,7,0,21,86,24.4,10,55,18.2,3,6,50.0,20,3,6,13,7,0,55,2.6,0.7,1.4,0.0,6.1
Nikita Amrom,3,7,0,7,35,20.0,2,16,12.5,2,6,33.3,8,1,3,2,6,0,18,3.0,1.0,0.7,0.0,6.0
Logan Wilson,8,2,0,21,68,30.9,6,40,15.0,0,2,0.0,17,7,8,12,19,1,48,3.0,1.0,1.5,0.1,6.0
Jordyn Andrade,6,6,0,14,49,28.6,6,31,19.4,2,6,33.3,17,2,4,5,9,0,36,3.2,0.7,0.8,0.0,6.0
Cody Caron,2,1,0,5,7,71.4,2,3,66.7,0,0,0.0,4,0,0,2,2,1,12,2.0,0.0,1.0,0.5,6.0
