Player,GP,FT,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,DREB,OREB,AST,STL,TO,BLK,PTS,RPG,APG,SPG,BPG,EFF,PPR
Griffin Bernstein,3,2,0,2,20,10.0,0,6,0.0,0,2,0.0,3.3,1.0,2.0,0.0,1.3,,,,,,,
Michael Carino,8,3,0,5,20,25.0,0,5,0.0,0,0,0.0,1.8,0.3,0.5,0.3,1.3,,,,,,,
Alex Dobriansky,3,10,0,2,13,15.4,0,1,0.0,0,1,0.0,3.0,2.0,1.3,0.0,1.3,,,,,,,
Eldrec Abanto,7,5,0,3,11,27.3,4,13,30.8,0,0,0.0,1.9,0.6,0.6,0.0,1.3,,,,,,,
Kevin Galimba,4,1,0,2,3,66.7,0,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
Kadin Ciuoli,4,8,0,2,15,13.3,0,5,0.0,0,0,0.0,2.5,0.5,0.3,0.0,1.0,,,,,,,
Dane Dumas,2,4,0,1,9,11.1,0,6,0.0,0,0,0.0,3.0,1.0,0.0,0.0,1.0,,,,,,,
John Dale Cosino,2,2,0,1,3,33.3,0,2,0.0,0,0,0.0,2.5,0.0,0.0,0.0,1.0,,,,,,,
Draiven Garcia,5,4,0,2,20,10.0,1,12,8.3,0,0,0.0,1.2,0.4,0.6,0.0,1.0,,,,,,,
Mumba Mulenga,9,7,0,3,14,21.4,0,0,0.0,1,2,50.0,2.1,0.4,0.1,0.0,0.8,,,,,,,
Jerich Aquino,5,3,0,2,19,10.5,0,5,0.0,0,0,0.0,0.6,0.4,0.8,0.2,0.8,,,,,,,
Sebastion Nebre,7,6,1,2,12,16.7,1,6,16.7,0,0,0.0,1.7,0.6,0.4,0.1,0.7,,,,,,,
Jamie Stark,7,2,0,2,11,18.2,0,2,0.0,1,2,50.0,4.4,0.3,0.4,0.0,0.7,,,,,,,
James Wu,10,4,0,1,12,8.3,1,8,12.5,3,8,37.5,1.7,0.5,0.2,0.0,0.6,,,,,,,
Nicholas Nordal-Budinsky,7,7,0,1,21,4.8,0,5,0.0,1,6,16.7,1.7,0.9,0.7,0.1,0.4,,,,,,,
Yoje Mercado,6,13,0,1,4,25.0,0,1,0.0,0,0,0.0,4.8,1.7,0.3,0.3,0.3,,,,,,,
Mike Hamm,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Karl Zadnik,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Joseph Alibango,1,3,0,0,4,0.0,0,3,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,
Damola Sogeke,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Andrei Sansano,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Kyle Yallits,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Edward Rivera,4,2,0,0,8,0.0,0,5,0.0,0,3,0.0,1.8,0.0,0.0,0.0,0.0,,,,,,,
Owen Nagy,2,4,0,0,5,0.0,0,2,0.0,0,0,0.0,4.0,1.0,0.0,0.5,0.0,,,,,,,
Arnold Olesco,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
James Nielsen,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,
Chris Inyama,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Attate Okutinyang,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Nick Scott,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Uday Karan Verma,3,3,0,0,0,0.0,0,0,0.0,0,0,0.0,2.3,0.7,0.3,0.0,0.0,,,,,,,
Bertrand Nsanze,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Ben Ze,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Liam Stroud,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Evan Lopez,1,0,0,0,4,0.0,0,4,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,
Dylan Duha,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jed Dodd,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Logan Gerus,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Acy Cani,3,1,0,0,3,0.0,0,1,0.0,0,0,0.0,0.7,1.0,0.0,0.0,0.0,,,,,,,
Thomas Neusitzer,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Aj Moreno,3,2,0,0,2,0.0,0,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,
Roman MacDonald,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
