Player,GP,FT,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,DREB,OREB,AST,STL,TO,BLK,PTS,RPG,APG,SPG,BPG,EFF,PPR
Jaharqa Metaxas,7,8,0,112,100,54.9,22,56,39.3,14,16,87.5,5.9,4.7,2.1,0.0,37.1,,,,,,,100
Jayden Westerlund,1,3,0,13,25,52.0,3,11,27.3,4,4,100.0,9.0,1.0,3.0,2.0,33.0,,,,,,,100
Jaired Garing,9,21,0,104,100,48.6,21,64,32.8,28,34,82.4,11.7,7.6,4.9,0.0,28.6,,,,,,,100
Geilon Betances,10,10,0,110,100,45.8,30,85,35.3,33,42,78.6,12.9,2.3,2.5,1.1,28.3,,,,,,,100
Parminder Mangat,9,16,0,101,100,41.7,26,74,35.1,16,19,84.2,8.0,3.8,1.4,0.8,27.1,,,,,,,100
Gil Carroll,7,8,0,72,100,42.1,19,67,28.4,27,31,87.1,8.6,3.1,1.4,0.3,27.1,,,,,,,100
Tim Francisco,11,14,0,115,100,43.6,27,102,26.5,36,48,75.0,6.9,3.6,1.6,0.1,26.6,,,,,,,100
Paul Bocalan,8,5,0,84,100,53.5,7,31,22.6,33,61,54.1,6.9,3.1,1.5,0.6,26.1,,,,,,,100
Kamil Tynski,10,14,1,91,100,34.9,33,133,24.8,44,62,71.0,3.6,1.4,1.4,0.3,25.9,,,,,,,100
William Benson,7,16,0,74,100,40.0,16,69,23.2,13,25,52.0,16.0,2.3,2.3,1.1,25.3,,,,,,,100
David King,9,13,1,82,100,45.6,16,52,30.8,39,52,75.0,13.0,3.7,1.0,0.0,24.4,,,,,,,100
Dallas Richard,13,18,2,129,100,52.4,21,61,34.4,22,27,81.5,10.5,3.8,1.1,0.9,23.2,,,,,,,100
Izaiah Maple-Stevens,11,7,0,99,100,52.4,33,87,37.9,22,33,66.7,6.3,3.0,1.2,0.3,23.1,,,,,,,100
Jamar Farley,8,11,2,65,100,33.5,31,123,25.2,23,35,65.7,7.5,5.3,2.1,0.1,23.0,,,,,,,100
Patrick Jordan,1,4,0,9,14,64.3,0,1,0.0,5,6,83.3,15.0,4.0,2.0,2.0,23.0,,,,,,,100
Graham Bodnar,2,1,0,18,43,41.9,2,7,28.6,7,9,77.8,12.0,9.0,4.0,0.5,22.5,,,,,,,100
Jay Kesson,6,13,3,58,100,50.0,4,14,28.6,13,23,56.5,10.7,1.3,1.3,0.2,22.2,,,,,,,100
Kelly Saunders,10,11,0,85,100,34.6,32,125,25.6,19,41,46.3,6.4,2.4,1.7,0.1,22.1,,,,,,,100
Terence Ross,2,0,0,20,33,60.6,0,1,0.0,4,7,57.1,7.5,3.0,1.0,0.0,22.0,,,,,,,100
Easton Apostle,9,14,0,77,100,42.3,37,107,34.6,7,10,70.0,8.1,2.4,2.4,1.7,22.0,,,,,,,100
Mosab Hassain,1,2,0,11,22,50.0,0,7,0.0,0,1,0.0,9.0,4.0,2.0,0.0,22.0,,,,,,,100
Pacifique Jubilate,4,7,0,35,76,46.1,0,5,0.0,17,32,53.1,7.0,0.8,2.5,0.0,21.8,,,,,,,100
Ezra Leano,7,6,0,61,100,45.5,4,15,26.7,24,42,57.1,12.6,3.0,1.0,1.3,21.4,,,,,,,100
Marcus Morgan,6,11,1,51,100,43.2,18,53,34.0,7,12,58.3,7.8,1.8,2.3,1.2,21.2,,,,,,,100
Jasmin Kone,5,9,0,46,100,43.8,6,33,18.2,7,11,63.6,10.0,1.6,3.2,1.6,21.0,,,,,,,100
Jordan Fotheringham,7,12,1,51,100,37.2,27,80,33.8,17,27,63.0,10.9,3.0,1.4,0.0,20.9,,,,,,,100
Dakota Martin,25,16,0,241,100,56.8,5,10,50.0,32,49,65.3,12.9,1.6,0.8,0.6,20.8,,,,,,,100
Matthew Frederiksen,6,10,0,55,100,43.3,2,11,18.2,12,20,60.0,14.5,2.0,2.0,1.7,20.7,,,,,,,100
Mikey Olanrewaju,7,11,0,59,100,37.3,22,79,27.8,5,13,38.5,7.3,1.6,2.1,0.0,20.7,,,,,,,100
Sonny Sylvester,5,1,0,36,70,51.4,22,48,45.8,6,7,85.7,3.6,1.4,0.2,0.0,20.0,,,,,,,100
Mehr Rakhshani,9,12,0,64,100,38.8,45,130,34.6,6,26,23.1,4.1,1.9,0.6,0.2,19.9,,,,,,,100
Julius Uson,8,6,0,58,100,46.4,27,67,40.3,15,22,68.2,5.9,2.1,1.8,0.5,19.5,,,,,,,100
Adrian Dela Pena,10,14,0,81,100,57.4,8,19,42.1,23,36,63.9,4.8,3.7,2.6,0.1,19.3,,,,,,,100
Abdalla Hakim,10,5,0,76,100,49.4,25,58,43.1,16,25,64.0,11.3,3.0,2.8,1.2,19.3,,,,,,,100
Chris Benevides,6,4,0,49,91,53.8,6,19,31.6,12,12,100.0,7.0,6.3,2.2,0.5,19.3,,,,,,,100
Edgerren Capuno,16,30,2,121,100,42.8,17,78,21.8,43,59,72.9,8.4,4.5,1.9,0.2,18.9,,,,,,,100
Indi Agar,6,10,0,47,100,42.3,8,34,23.5,10,26,38.5,11.7,0.8,1.3,2.2,18.7,,,,,,,100
Daniel Westerlund,9,19,1,68,100,44.4,7,36,19.4,24,36,66.7,10.4,1.9,0.3,1.3,18.6,,,,,,,100
Emmanuel Thomas,2,2,0,14,26,53.8,3,8,37.5,6,8,75.0,8.0,1.5,0.5,0.5,18.5,,,,,,,100
Sherwin Vasallo,5,4,0,29,85,34.1,22,64,34.4,12,15,80.0,7.8,7.8,2.0,0.0,18.2,,,,,,,100
Pargat Sodha,3,3,0,22,42,52.4,7,17,41.2,3,7,42.9,14.3,1.3,1.0,0.3,18.0,,,,,,,100
Matthew Brenton,13,16,0,106,100,48.6,6,33,18.2,10,18,55.6,19.3,3.8,1.0,1.9,17.6,,,,,,,100
Trevor Godfrey,13,22,0,83,100,47.7,61,140,43.6,0,2,0.0,5.6,3.3,0.7,0.0,17.5,,,,,,,100
Logan Kraus,8,6,0,56,100,41.8,22,69,31.9,5,9,55.6,9.8,2.8,1.3,0.6,17.4,,,,,,,100
Sterling McLeod,3,7,0,21,45,46.7,2,7,28.6,8,11,72.7,8.0,2.3,2.3,1.7,17.3,,,,,,,100
Ramon Burke,6,12,0,38,82,46.3,10,26,38.5,17,24,70.8,9.2,3.8,4.2,1.2,17.2,,,,,,,100
Tiernan Marshall,11,3,2,69,100,44.8,34,108,31.5,17,20,85.0,6.3,2.8,0.7,0.2,17.2,,,,,,,100
German Manzano Jr,8,11,1,49,100,36.3,33,90,36.7,6,8,75.0,7.1,1.4,1.8,0.1,17.1,,,,,,,100
Tyson Miller,1,4,0,2,11,18.2,1,3,33.3,1,2,50.0,3.0,0.0,2.0,0.0,17.0,,,,,,,100
Justin Omega,1,1,0,7,21,33.3,3,11,27.3,0,1,0.0,9.0,4.0,2.0,0.0,17.0,,,,,,,100
Prosper Kabongo,1,3,0,8,14,57.1,1,3,33.3,0,0,0.0,9.0,8.0,0.0,1.0,17.0,,,,,,,100
Nolan Gooding,7,8,1,42,100,40.4,18,53,34.0,17,28,60.7,5.4,6.0,2.0,0.9,17.0,,,,,,,100
Eric Douglas,12,10,0,93,100,54.4,2,4,50.0,12,20,60.0,15.7,1.9,1.4,1.3,16.7,,,,,,,100
Bret Draper,5,8,0,31,96,32.3,11,56,19.6,10,17,58.8,4.4,2.4,0.4,0.2,16.6,,,,,,,100
Akinola Akinremi,6,6,0,46,96,47.9,1,9,11.1,6,9,66.7,9.0,2.5,1.7,0.7,16.5,,,,,,,100
Luke Lintz,7,9,0,48,100,36.9,0,4,0.0,18,36,50.0,14.0,2.3,1.9,1.1,16.3,,,,,,,100
Jordan Lavineway,6,6,0,44,71,62.0,0,1,0.0,10,18,55.6,8.2,2.0,1.5,0.7,16.3,,,,,,,100
Mark Tachie,7,7,0,48,99,48.5,14,37,37.8,4,5,80.0,8.4,4.1,2.6,0.3,16.3,,,,,,,100
Robel Teklu,6,9,0,34,100,31.2,17,56,30.4,12,21,57.1,8.5,1.8,2.2,0.3,16.2,,,,,,,100
Chris Demauleon-Bartolay,8,12,0,48,100,45.3,20,56,35.7,13,20,65.0,4.9,1.4,0.8,0.1,16.1,,,,,,,100
Nathan McKenna,8,7,0,55,84,65.5,3,7,42.9,16,29,55.2,9.6,4.6,0.8,1.1,16.0,,,,,,,100
Itar Kaifman,1,0,0,6,11,54.5,4,6,66.7,0,0,0.0,8.0,1.0,2.0,1.0,16.0,,,,,,,100
Orion Remoquillo,8,6,0,48,100,45.7,29,69,42.0,3,3,100.0,4.9,2.5,2.3,0.1,16.0,,,,,,,100
Kwinton Cochrane,6,3,1,41,95,43.2,2,11,18.2,12,33,36.4,11.8,3.0,1.3,0.8,16.0,,,,,,,100
Kellen Woo,1,1,0,5,18,27.8,2,9,22.2,4,5,80.0,3.0,2.0,3.0,0.0,16.0,,,,,,,100
Xander Small,9,21,0,54,100,39.7,23,73,31.5,12,17,70.6,7.0,2.1,1.7,0.0,15.9,,,,,,,100
Jakob McKenna,8,1,0,47,100,46.5,33,78,42.3,0,0,0.0,6.8,2.4,1.1,1.0,15.9,,,,,,,100
Kal-El Alejo,4,3,0,28,59,47.5,7,23,30.4,0,2,0.0,4.8,1.8,0.5,0.8,15.8,,,,,,,100
Kurius Lathlin,15,12,0,98,100,39.8,16,79,20.3,25,48,52.1,6.8,5.3,1.7,0.1,15.8,,,,,,,100
Aaron Thomas,6,7,0,44,77,57.1,2,5,40.0,4,9,44.4,5.8,3.3,1.8,0.5,15.7,,,,,,,100
Geom Dayanghirang,7,15,0,41,100,32.5,10,50,20.0,17,31,54.8,5.6,1.1,2.7,0.9,15.6,,,,,,,100
Nam Nguyen,4,7,0,26,59,44.1,4,16,25.0,5,9,55.6,3.8,2.5,1.3,0.0,15.3,,,,,,,100
Vianney Vega,9,23,0,57,100,36.8,11,45,24.4,13,20,65.0,7.1,2.8,1.1,0.2,15.3,,,,,,,100
Hayden Nellis,6,17,1,34,68,50.0,2,9,22.2,32,44,72.7,16.3,4.2,0.7,0.5,15.2,,,,,,,100
Josh Petik,10,12,0,70,100,53.8,0,4,0.0,11,21,52.4,8.9,3.2,1.5,0.4,15.1,,,,,,,100
Ethan Iwanusiw,7,9,0,44,100,39.3,9,43,20.9,8,13,61.5,8.1,4.7,2.0,0.1,15.0,,,,,,,100
Kashton Kaptein,8,8,0,53,100,47.3,11,43,25.6,3,7,42.9,10.0,2.3,2.0,0.1,15.0,,,,,,,100
Riley Thiessen-Lewchuk,9,18,1,47,100,40.9,19,54,35.2,18,21,85.7,5.4,3.2,1.2,0.4,14.6,,,,,,,100
Garret Nicholson,8,13,0,50,100,34.7,9,44,20.5,8,25,32.0,8.4,2.1,1.6,0.8,14.6,,,,,,,100
Jack Bausman,4,7,0,22,52,42.3,11,36,30.6,3,3,100.0,5.8,4.8,0.3,0.8,14.5,,,,,,,100
Joseph Osiname,8,23,2,38,100,31.4,17,52,32.7,22,35,62.9,9.9,4.9,2.9,0.3,14.4,,,,,,,100
Julian Lachuta,8,9,0,45,100,32.8,8,40,20.0,16,28,57.1,5.6,2.1,1.1,0.5,14.3,,,,,,,100
Valour Eyamba,5,6,0,24,80,30.0,12,38,31.6,11,18,61.1,6.4,2.0,2.2,0.6,14.2,,,,,,,100
Sean Close,4,1,0,18,43,41.9,13,26,50.0,7,8,87.5,6.0,3.0,0.3,1.3,14.0,,,,,,,100
Inderjeet Brar,2,4,0,10,31,32.3,4,13,30.8,4,4,100.0,13.0,4.5,1.5,1.0,14.0,,,,,,,100
Takeo Gagro,1,2,0,6,12,50.0,2,6,33.3,0,0,0.0,8.0,3.0,1.0,1.0,14.0,,,,,,,100
Haaroon Kinnarath,9,13,0,47,100,34.1,28,90,31.1,3,4,75.0,3.0,2.3,1.2,0.0,13.9,,,,,,,100
Rashid Abdualgadir,10,9,1,55,100,39.6,22,79,27.8,7,14,50.0,6.3,3.1,1.5,1.1,13.9,,,,,,,100
Cade Vezeau,8,12,0,48,94,51.1,12,33,36.4,2,3,66.7,3.6,1.1,0.6,0.1,13.8,,,,,,,100
Jordan Esquillo,8,6,0,41,100,33.6,14,57,24.6,12,17,70.6,5.4,2.6,1.6,0.0,13.8,,,,,,,100
Christopher Tan,6,4,0,33,88,37.5,15,38,39.5,1,2,50.0,6.8,0.5,1.3,0.3,13.7,,,,,,,100
Ben Wilson,7,6,0,41,100,36.9,9,36,25.0,4,6,66.7,7.3,2.9,1.3,0.3,13.6,,,,,,,100
Ali Ahmed,7,11,0,31,96,32.3,23,79,29.1,9,12,75.0,6.6,5.6,1.3,0.3,13.4,,,,,,,100
Gurvir Mangat,9,5,0,52,100,50.0,8,27,29.6,7,15,46.7,3.8,1.8,1.6,0.3,13.2,,,,,,,100
Rhemson Bocalan,6,12,0,35,82,42.7,4,21,19.0,5,11,45.5,8.8,1.7,2.8,0.5,13.2,,,,,,,100
Sukhdeep Saran,8,17,0,41,100,40.2,10,32,31.3,13,15,86.7,8.9,3.6,2.0,0.5,13.1,,,,,,,100
Jillian Valdez,7,10,0,33,100,32.0,18,63,28.6,7,12,58.3,4.3,2.6,2.4,0.0,13.0,,,,,,,100
Raynard Ramos,4,4,0,20,52,38.5,7,21,33.3,5,7,71.4,8.0,1.5,0.8,0.0,13.0,,,,,,,100
Seth McKenzie,5,6,0,26,62,41.9,11,34,32.4,2,3,66.7,7.6,3.6,1.0,0.2,13.0,,,,,,,100
Eric Orbeta,9,16,0,49,100,30.6,9,48,18.8,9,18,50.0,7.7,2.3,2.1,0.1,12.9,,,,,,,100
Paul Luzige,7,11,1,32,85,37.6,19,53,35.8,7,9,77.8,5.7,1.6,1.7,0.0,12.9,,,,,,,100
Dawson Rudy,8,15,0,42,100,37.8,1,14,7.1,18,35,51.4,9.1,1.0,0.6,0.3,12.9,,,,,,,100
David Oshilaja,14,9,1,78,100,47.0,8,44,18.2,17,47,36.2,7.7,0.7,0.8,0.9,12.9,,,,,,,100
Tariq Robinson,7,12,0,38,100,36.2,6,28,21.4,7,16,43.8,10.1,1.0,2.0,0.9,12.7,,,,,,,100
Patrick Quevedo,5,3,0,21,58,36.2,15,38,39.5,6,9,66.7,4.8,3.0,0.4,0.0,12.6,,,,,,,100
Cyril Urbiztondo,10,17,0,48,100,32.2,9,48,18.8,22,31,71.0,7.5,4.4,3.1,0.6,12.5,,,,,,,100
Justin Oldfield,10,3,1,52,97,53.6,12,33,36.4,8,13,61.5,6.9,4.1,0.9,0.2,12.4,,,,,,,100
Daniyal Khan,8,20,0,41,100,38.7,6,34,17.6,11,14,78.6,8.0,2.0,1.3,0.5,12.4,,,,,,,100
Owen Ham,8,13,0,35,100,30.4,15,61,24.6,13,17,76.5,3.6,1.5,1.1,0.1,12.3,,,,,,,100
Evan Deato,10,23,0,49,100,37.1,18,56,32.1,5,8,62.5,5.6,1.4,1.7,0.2,12.1,,,,,,,100
Kobe Alejo,4,2,0,21,57,36.8,5,27,18.5,1,2,50.0,4.0,1.8,0.8,0.0,12.0,,,,,,,100
Skylar Cooper,7,6,0,35,82,42.7,10,43,23.3,5,9,55.6,3.6,2.4,1.1,0.3,12.0,,,,,,,100
Daniel Trommelen,5,3,0,26,49,53.1,5,15,33.3,3,4,75.0,7.4,3.0,1.2,0.2,12.0,,,,,,,100
Samuel Bereketab,1,0,0,4,10,40.0,2,5,40.0,2,2,100.0,3.0,0.0,3.0,2.0,12.0,,,,,,,100
Elvis Music,9,15,0,45,100,36.9,4,23,17.4,12,23,52.2,7.1,2.6,1.4,0.2,11.8,,,,,,,100
Mike Hebert,5,8,0,21,36,58.3,0,2,0.0,17,25,68.0,9.4,5.2,2.4,1.4,11.8,,,,,,,100
Cabrel St. Vincent,5,11,0,25,70,35.7,8,26,30.8,1,3,33.3,8.8,1.4,0.6,1.4,11.8,,,,,,,100
Easton Swain,5,9,0,21,55,38.2,11,26,42.3,7,7,100.0,6.0,2.2,1.6,0.4,11.8,,,,,,,100
Jherome Delos Reyes,12,12,0,60,100,36.4,18,70,25.7,4,13,30.8,6.6,2.2,1.2,0.0,11.8,,,,,,,100
Joshua Cruz,10,6,0,39,100,30.2,38,123,30.9,2,2,100.0,2.7,1.3,0.4,0.0,11.8,,,,,,,100
Jeremy Patterson,9,11,0,32,95,33.7,6,24,25.0,35,52,67.3,4.6,4.3,2.6,0.0,11.7,,,,,,,100
Owen Dimaano,9,9,0,44,94,46.8,12,39,30.8,5,6,83.3,6.0,0.9,1.4,1.9,11.7,,,,,,,100
Ticon Dano,2,3,0,7,22,31.8,3,10,30.0,6,8,75.0,4.5,1.5,3.5,0.0,11.5,,,,,,,100
Brendan Obirek,6,12,0,27,83,32.5,10,49,20.4,5,12,41.7,5.5,5.0,2.3,0.5,11.5,,,,,,,100
Angelo Daniels,5,8,0,22,68,32.4,9,26,34.6,4,7,57.1,2.0,1.0,2.6,0.2,11.4,,,,,,,100
Samuel Sola,6,5,0,25,73,34.2,11,39,28.2,9,14,64.3,4.7,3.2,2.8,0.2,11.3,,,,,,,100
Anointing Nnah,10,32,0,43,100,38.7,23,69,33.3,3,10,30.0,6.9,0.6,1.5,1.5,11.2,,,,,,,100
Kyle Queijo,8,9,0,34,82,41.5,14,41,34.1,7,12,58.3,3.8,3.5,1.0,0.3,11.1,,,,,,,100
Dylan Tagle,6,7,0,25,63,39.7,6,17,35.3,10,14,71.4,10.7,4.7,1.3,0.3,11.0,,,,,,,100
Kato Jaro,1,1,0,5,12,41.7,0,2,0.0,1,1,100.0,10.0,3.0,3.0,1.0,11.0,,,,,,,100
Manny Vuy,1,1,0,5,19,26.3,1,5,20.0,0,0,0.0,5.0,1.0,1.0,3.0,11.0,,,,,,,100
Akida Lewis,5,9,0,25,50,50.0,1,4,25.0,4,9,44.4,8.2,1.2,0.8,0.8,11.0,,,,,,,100
Raghav Sharma,1,3,0,4,11,36.4,3,6,50.0,0,0,0.0,7.0,3.0,4.0,0.0,11.0,,,,,,,100
Tanner Smith,9,11,0,42,98,42.9,0,1,0.0,13,27,48.1,20.2,3.9,3.0,2.2,10.8,,,,,,,100
Joash Rocaberte,3,3,0,12,36,33.3,5,23,21.7,3,3,100.0,4.3,3.7,1.7,0.3,10.7,,,,,,,100
Mike Amyaba,3,5,1,16,25,64.0,0,3,0.0,0,0,0.0,9.0,1.7,1.7,2.0,10.7,,,,,,,100
Dinh Anh Tuan Nguyen,7,8,0,31,100,30.1,10,34,29.4,3,5,60.0,5.7,3.0,1.6,0.3,10.7,,,,,,,100
Connor McEvoy,9,5,0,37,100,34.6,9,47,19.1,13,27,48.1,5.3,0.9,0.4,0.2,10.7,,,,,,,100
Gio Advincula,9,12,0,40,99,40.4,3,14,21.4,13,19,68.4,7.4,0.7,0.8,0.7,10.7,,,,,,,100
Jordan Hutsal,18,22,0,73,100,46.5,6,29,20.7,38,54,70.4,8.1,2.9,1.1,1.8,10.6,,,,,,,100
Lance Del Mundo,9,3,0,37,100,30.6,6,46,13.0,15,22,68.2,5.3,3.3,0.8,0.0,10.6,,,,,,,100
Ryan Griffiths,4,7,0,21,35,60.0,0,1,0.0,0,2,0.0,8.5,1.3,1.0,2.5,10.5,,,,,,,100
Myles Stewart,8,16,0,34,100,31.5,13,51,25.5,2,7,28.6,5.4,2.9,2.5,0.1,10.4,,,,,,,100
Navneet Dandiala,9,25,0,40,91,44.0,6,25,24.0,7,11,63.6,9.0,0.6,0.6,0.9,10.3,,,,,,,100
Caleb MacDonald,7,6,0,34,82,41.5,2,6,33.3,2,12,16.7,12.3,1.6,2.1,3.9,10.3,,,,,,,100
Ben Anderson,7,12,0,30,75,40.0,5,27,18.5,7,12,58.3,8.3,2.0,0.4,1.0,10.3,,,,,,,100
Hamza Alejandria,7,11,1,33,84,39.3,4,18,22.2,2,9,22.2,2.7,2.0,1.3,0.3,10.3,,,,,,,100
Dhemir Punay,9,17,0,36,100,26.7,18,86,20.9,3,5,60.0,4.8,2.2,1.8,0.1,10.3,,,,,,,100
Josiah Uminga,5,11,0,19,65,29.2,5,21,23.8,11,14,78.6,4.2,2.0,1.8,1.0,10.2,,,,,,,100
Ruidi Shi,11,39,0,40,100,39.6,29,70,41.4,3,4,75.0,4.3,3.1,1.0,0.0,10.2,,,,,,,100
Hussien Patience,9,21,1,36,100,25.7,12,74,16.2,7,12,58.3,6.1,1.4,1.4,0.0,10.1,,,,,,,100
Bharanjot Singh,7,8,0,24,84,28.6,10,55,18.2,14,22,63.6,6.4,5.9,1.9,0.0,10.0,,,,,,,100
Matt Thomas,5,5,0,20,47,42.6,9,24,37.5,1,4,25.0,10.8,6.6,1.2,0.4,10.0,,,,,,,100
Devyn Hrechkosy,9,10,0,42,87,48.3,0,4,0.0,6,8,75.0,10.9,1.6,1.3,0.2,10.0,,,,,,,100
Dylan Lemay,1,1,0,5,10,50.0,0,0,0.0,0,1,0.0,9.0,3.0,1.0,1.0,10.0,,,,,,,100
Aaron Beckman,1,2,0,3,7,42.9,2,5,40.0,2,2,100.0,10.0,4.0,0.0,0.0,10.0,,,,,,,100
Jacky Pham,12,23,0,55,97,56.7,0,2,0.0,9,19,47.4,7.7,1.6,2.2,0.2,9.9,,,,,,,100
Nicolas Dizon,7,8,0,26,77,33.8,7,31,22.6,10,21,47.6,5.3,1.7,1.3,0.3,9.9,,,,,,,100
Mark Munyuza,9,20,0,38,75,50.7,0,0,0.0,12,19,63.2,7.9,0.8,0.6,0.9,9.8,,,,,,,100
Danny Urbina,19,31,1,76,100,37.8,10,50,20.0,27,42,64.3,7.9,2.8,1.7,0.5,9.8,,,,,,,100
Aiden Walker,6,4,0,24,54,44.4,6,18,33.3,5,6,83.3,6.0,0.7,0.7,0.2,9.8,,,,,,,100
Jamie Lumarque,9,16,0,34,100,27.2,19,79,24.1,1,4,25.0,3.9,2.2,1.9,0.0,9.8,,,,,,,100
Tyrece Viner,5,8,0,18,47,38.3,3,7,42.9,10,20,50.0,7.8,0.6,0.2,0.2,9.8,,,,,,,100
Jordan Jaskiewicz,11,16,0,41,88,46.6,19,44,43.2,6,9,66.7,6.5,1.2,0.7,0.3,9.7,,,,,,,100
Tyler Koniuck,10,9,0,36,99,36.4,4,28,14.3,20,39,51.3,7.8,1.1,1.0,0.1,9.6,,,,,,,100
Daniel Tuazon,5,8,0,20,74,27.0,6,34,17.6,2,2,100.0,6.4,1.4,2.2,0.4,9.6,,,,,,,100
Devin Kinch,4,8,0,17,29,58.6,3,8,37.5,1,1,100.0,4.8,1.0,1.0,0.3,9.5,,,,,,,100
Jeff Bi,6,12,0,22,67,32.8,12,44,27.3,1,5,20.0,3.2,0.8,1.5,0.0,9.5,,,,,,,100
Edwin Mugoha Kaynya,2,1,0,8,17,47.1,2,8,25.0,1,2,50.0,8.0,0.5,1.5,0.5,9.5,,,,,,,100
Scott Wolfe,6,12,0,26,57,45.6,0,1,0.0,5,12,41.7,5.8,0.8,1.0,0.0,9.5,,,,,,,100
Rurik Mendoza,8,10,0,30,100,27.8,8,47,17.0,7,12,58.3,4.0,1.1,1.1,0.1,9.4,,,,,,,100
William Odumah,5,10,0,19,69,27.5,9,33,27.3,0,0,0.0,3.8,3.0,1.4,0.2,9.4,,,,,,,100
Kurtis Hyatt,10,14,0,37,99,37.4,15,57,26.3,4,7,57.1,5.5,1.8,1.9,0.2,9.3,,,,,,,100
Donny Hayes,6,16,1,16,40,40.0,4,8,50.0,21,26,80.8,8.3,7.3,2.5,0.3,9.3,,,,,,,100
Yale Michaels,5,9,0,22,61,36.1,0,1,0.0,2,5,40.0,10.4,1.6,1.0,0.6,9.2,,,,,,,100
Jordan Lintz,9,9,2,39,90,43.3,0,12,0.0,4,19,21.1,8.6,0.9,1.0,0.8,9.1,,,,,,,100
